,Series,Country,Country Code,Time,Value,YoY Change
33321,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2013,377.59372130368297,6.028036423449867
33338,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2014,395.598876646689,4.768393733042298
33355,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2015,414.45092335621996,4.765444955084597
33372,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2016,431.08813352392104,4.014277500692498
33389,"Industrial Production, constant US$, seas. adj.",Indonesia,IDN,2017,451.459727778952,4.725621670098823
33418,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1987,,
33435,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1988,,
33452,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1989,,
33469,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1990,,
33486,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1991,33.4536837766737,
33503,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1992,36.3943627822691,8.790299523443966
33520,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1993,39.8195955910023,9.41143778014415
33537,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1994,44.7316696052805,12.335820947885633
33554,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1995,50.5937830722747,13.105062964835511
33571,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1996,56.162424890519304,11.006573298323307
33588,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1997,62.188231315924796,10.72924902575334
33605,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1998,57.7107124165761,-7.199945720601509
33622,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,1999,62.8887716406721,8.972440310074425
33639,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2000,74.97541732116679,19.219083733347865
33656,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2001,71.9360087477572,-4.053873498816141
33673,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2002,75.20682507473151,4.546841538628299
33690,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2003,82.16866495596159,9.2569256504476
33707,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2004,91.85030341435339,11.782640576648884
33724,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2005,95.16252908468441,3.6061129328979646
33741,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2006,99.98739790699291,5.070135134822751
33758,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2007,102.105036172995,2.117905166380951
33775,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2008,102.951153535928,0.8286734862905654
33792,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2009,95.06807333053709,-7.657107215063763
33809,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2010,101.91878784850799,7.206114816434761
33826,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2011,104.316734471356,2.352801356323342
33843,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2012,108.745809690057,4.2457955007373815
33860,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2013,112.380072299657,3.341979447261667
33877,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2014,118.240555099549,5.21487722864713
33894,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2015,121.178570214087,2.4847778429866407
33911,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2016,126.225991460901,4.165275459098661
33928,"Industrial Production, constant US$, seas. adj.",Malaysia,MYS,2017,132.052273300911,4.615754467505773
33957,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1987,,
33974,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1988,,
33991,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1989,,
34008,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1990,,
34025,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1991,19.732897125791002,
34042,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1992,20.187172730471698,2.3021232097082844
34059,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1993,22.2606611664683,10.27131666073653
34076,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1994,25.1202904887641,12.846111357210344
34093,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1995,27.709594478032102,10.307619613022222
34110,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1996,28.6829117658311,3.512564171845378
34127,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1997,29.935806683577702,4.368088316748686
34144,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1998,29.8563099745179,-0.2655572635809844
34161,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,1999,33.991782345736,13.85125079002627
34178,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2000,39.3515405586991,15.767805755073748
34195,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2001,34.7020787454438,-11.815196424952878
34212,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2002,37.5305424360102,8.150703914063829
34229,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2003,38.707410256041804,3.1357602199279855
34246,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2004,44.008915520635696,13.696357440411266
34263,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2005,48.2509719175534,9.639084141777165
34280,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2006,54.0786406990787,12.077826725403696
34297,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2007,57.3036140089524,5.963488113207416
34314,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2008,54.964304647638805,-4.082306852318485
34331,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2009,52.6175691006397,-4.269562877295341
34348,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2010,68.2027589099438,29.61974503135041
34365,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2011,73.5838826243464,7.889891553372408
34382,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2012,73.7370933568911,0.20821235178205555
34399,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2013,74.8907086938747,1.5644979812264204
34416,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2014,76.924266164218,2.7153668403055553
34433,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2015,73.1476855208837,-4.909478935128286
34450,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2016,75.70831956377569,3.500635768114524
34467,"Industrial Production, constant US$, seas. adj.",Singapore,SGP,2017,83.6974953427834,10.552573118833708
34496,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1987,,
34513,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1988,,
34530,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1989,,
34547,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1990,,
34564,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1991,64.7711727850892,
34581,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1992,67.3335362557434,3.956024509786338
34598,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1993,69.1637042731947,2.7180631216219497
34615,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1994,72.9439349225992,5.4656278016467885
34632,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1995,76.855107839153,5.3618891285532655
34649,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1996,78.87315278631661,2.625778564239467
34666,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1997,84.41617012954781,7.0277618523103325
34683,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1998,87.57254851756599,3.7390684547454534
34700,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,1999,93.8683612173894,7.189253717516908
34717,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2000,101.196780892842,7.807124339244331
34734,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2001,93.03826922932029,-8.062026866408745
34751,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2002,100.611897947643,8.140337068884262
34768,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2003,109.793425443835,9.125687601052856
34785,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2004,120.360994857218,9.624956476823709
34802,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2005,123.871692413805,2.9168066953514815
34819,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2006,129.574544623454,4.603838131635496
34836,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2007,139.728112049702,7.836081890740543
34853,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2008,138.66441844855302,-0.7612595529599697
34870,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2009,127.84500531480201,-7.802587898758762
34887,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2010,159.756074526118,24.960747690329434
34904,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2011,166.89923352233302,4.4712910087479685
34921,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2012,166.436814041697,-0.2770650714666978
34938,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2013,167.118093452154,0.40933216270668815
34955,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2014,177.64812891253501,6.300954757717947
34972,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2015,174.46931300229002,-1.789388905869127
34989,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2016,177.345288688382,1.6484134869346523
35006,"Industrial Production, constant US$, seas. adj.",Taiwan China,TWN,2017,182.94029652728602,3.1548669154302544
35035,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1987,,
35052,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1988,,
35069,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1989,,
35086,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1990,,
35103,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1991,,
35120,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1992,,
35137,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1993,,
35154,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1994,,
35171,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1995,,
35188,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1996,,
35205,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1997,,
35222,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1998,,
35239,"Industrial Production, constant US$, seas. adj.",Thailand,THA,1999,69.6495340960827,
35256,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2000,76.29811286088989,9.545762008451275
35273,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2001,76.2734418746015,-0.03233498885268915
35290,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2002,83.88135899012441,9.974529703315117
35307,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2003,94.7997748996647,13.016498589186831
35324,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2004,105.77693851591499,11.57931400983645
35341,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2005,116.01969115666,9.683351384956085
35358,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2006,122.83403083169,5.873433731028199
35375,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2007,133.209056477574,8.446377258514048
35392,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2008,139.609591568431,4.804879833327669
35409,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2009,130.044325066348,-6.851439356438838
35426,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2010,148.437136968638,14.143494453069039
35443,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2011,135.411047997875,-8.775491926602685
35460,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2012,149.050017972892,10.072272666578176
35477,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2013,152.167916569384,2.0918471791523396
35494,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2014,145.997664181979,-4.05489706799762
35511,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2015,146.18073760446302,0.12539476128592408
35528,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2016,148.13126061191,1.334322865933757
35545,"Industrial Production, constant US$, seas. adj.",Thailand,THA,2017,151.83680229291699,2.5015257857793793
35574,"Industrial Production, constant US$, seas. adj.",United States,USA,1987,,
35591,"Industrial Production, constant US$, seas. adj.",United States,USA,1988,,
35608,"Industrial Production, constant US$, seas. adj.",United States,USA,1989,,
35625,"Industrial Production, constant US$, seas. adj.",United States,USA,1990,,
35642,"Industrial Production, constant US$, seas. adj.",United States,USA,1991,2040.67673007224,
35659,"Industrial Production, constant US$, seas. adj.",United States,USA,1992,2100.4543133993,2.929301953913299
35676,"Industrial Production, constant US$, seas. adj.",United States,USA,1993,2169.44694081395,3.2846526094154616
35693,"Industrial Production, constant US$, seas. adj.",United States,USA,1994,2283.48781734142,5.256679680982823
35710,"Industrial Production, constant US$, seas. adj.",United States,USA,1995,2389.50358120676,4.642712041650832
35727,"Industrial Production, constant US$, seas. adj.",United States,USA,1996,2498.11890825625,4.545518487762079
35744,"Industrial Production, constant US$, seas. adj.",United States,USA,1997,2677.67377877019,7.187603036849577
35761,"Industrial Production, constant US$, seas. adj.",United States,USA,1998,2833.90706898937,5.834664829519887
35778,"Industrial Production, constant US$, seas. adj.",United States,USA,1999,2958.71487531207,4.4040895937780045
35795,"Industrial Production, constant US$, seas. adj.",United States,USA,2000,3073.22419490014,3.870238411397864
35812,"Industrial Production, constant US$, seas. adj.",United States,USA,2001,2978.7062610818903,-3.075530056515152
35829,"Industrial Production, constant US$, seas. adj.",United States,USA,2002,2989.5398808191603,0.36370218436159174
35846,"Industrial Production, constant US$, seas. adj.",United States,USA,2003,3027.9933551799,1.2862673151629922
35863,"Industrial Production, constant US$, seas. adj.",United States,USA,2004,3109.24079726596,2.6832107127009452
35880,"Industrial Production, constant US$, seas. adj.",United States,USA,2005,3213.2190220554303,3.3441676463560333
35897,"Industrial Production, constant US$, seas. adj.",United States,USA,2006,3286.32948447981,2.275302801413548
35914,"Industrial Production, constant US$, seas. adj.",United States,USA,2007,3369.94979772932,2.5444896394113625
35931,"Industrial Production, constant US$, seas. adj.",United States,USA,2008,3253.30505544079,-3.461319879813207
35948,"Industrial Production, constant US$, seas. adj.",United States,USA,2009,2879.9459864347,-11.47630064330084
35965,"Industrial Production, constant US$, seas. adj.",United States,USA,2010,3037.59832029956,5.474142036254981
35982,"Industrial Production, constant US$, seas. adj.",United States,USA,2011,3131.86240208039,3.1032438078097746
35999,"Industrial Production, constant US$, seas. adj.",United States,USA,2012,3226.93241029784,3.0355742370513417
36016,"Industrial Production, constant US$, seas. adj.",United States,USA,2013,3292.54294335363,2.033216836101448
36033,"Industrial Production, constant US$, seas. adj.",United States,USA,2014,3393.43433812438,3.0642392979083333
36050,"Industrial Production, constant US$, seas. adj.",United States,USA,2015,3359.1350017660097,-1.0107558579526832
36067,"Industrial Production, constant US$, seas. adj.",United States,USA,2016,3294.2260576568997,-1.9323112668882092
36084,"Industrial Production, constant US$, seas. adj.",United States,USA,2017,3346.43460147382,1.5848500650272657
36113,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1987,,
36130,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1988,,
36147,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1989,,
36164,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1990,,
36181,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1991,,
36198,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1992,,
36215,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1993,,
36232,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1994,,
36249,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1995,,
36266,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1996,,
36283,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1997,,
36300,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1998,,
36317,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,1999,,
36334,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2000,,
36351,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2001,,
36368,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2002,,
36385,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2003,,
36402,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2004,,
36419,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2005,,
36436,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2006,,
36453,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2007,,
36470,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2008,,
36487,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2009,,
36504,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2010,,
36521,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2011,,
36538,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2012,,
36555,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2013,,
36572,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2014,,
36589,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2015,,
36606,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2016,,
36623,"Industrial Production, constant US$, seas. adj.",Vietnam,VNM,2017,,
36652,"Industrial Production, constant US$, seas. adj.",Philippines,PHL,1987,,
36669,"Industrial Production, constant US$, seas. adj.",Philippines,PHL,1988,,
36686,"Industrial Production, constant US$, seas. adj.",Philippines,PHL,1989,,
36703,"Industrial Production, constant US$, seas. adj.",Philippines,PHL,1990,,
